Window,Available Observations,Missingness,Feature Variance,Sequence Length
6h,41,0.7990196078431373,67.12833333333334,46
12h,73,0.821078431372549,99.39387626262625,46
24h,151,0.8149509803921569,86.97167743888677,46
6h,36,0.8235294117647058,8.43957142857143,116
12h,75,0.8161764705882353,18.975739177489174,116
24h,170,0.7916666666666666,65.9558517208761,116
48h,342,0.7904411764705882,29.571443878418602,116
6h,50,0.7549019607843137,51.79333333333333,46
12h,93,0.7720588235294118,39.742079124579135,46
24h,190,0.7671568627450981,35.15902069413307,46
6h,13,0.9362745098039216,51.5,144
12h,68,0.8333333333333334,25.049146296296293,144
24h,139,0.8296568627450981,22.993010665478312,144
48h,319,0.8045343137254902,30.600039000593455,144
6h,6,0.9705882352941176,,116
12h,13,0.9681372549019608,59.75083333333333,116
24h,33,0.9595588235294118,80.71277777777779,116
48h,77,0.9528186274509803,58.47879215686275,116
6h,50,0.7549019607843137,121.47759375,63
12h,87,0.7867647058823529,112.00877272727271,63
24h,225,0.7242647058823529,46.49542374904653,63
48h,420,0.7426470588235294,50.14882724347702,63
6h,40,0.803921568627451,60.02041666666667,112
12h,78,0.8088235294117647,124.15016098484848,112
24h,162,0.8014705882352942,72.28936096014493,112
48h,317,0.8057598039215687,276.58675849525383,112
6h,37,0.8186274509803921,41.083333333333336,51
12h,76,0.8137254901960784,80.36128787878788,51
24h,164,0.7990196078431373,122.31750592885375,51
6h,38,0.8137254901960784,40.51833333333333,22
12h,70,0.8284313725490197,55.30839826839827,22
6h,53,0.7401960784313726,68.24285714285715,60
12h,96,0.7647058823529411,39.351962121212125,60
24h,180,0.7794117647058824,42.662041309053265,60
48h,335,0.7947303921568627,38.817088047491765,60
6h,50,0.7549019607843137,35.50145833333333,53
12h,88,0.7843137254901961,73.26167613636365,53
24h,179,0.7806372549019608,101.10230506980942,53
6h,51,0.75,54.04479166666667,40
12h,91,0.7769607843137255,127.04996039562292,40
24h,164,0.7990196078431373,211.74353651656315,40
6h,22,0.8921568627450981,187.80643636363638,56
12h,46,0.8872549019607843,55.7927431372549,56
24h,133,0.8370098039215687,147.9341932123432,56
6h,42,0.7941176470588235,11.742291666666668,230
12h,86,0.7892156862745098,27.655925925925928,230
24h,186,0.7720588235294118,140.09260205740526,230
48h,356,0.7818627450980392,108.52114596924845,230
6h,45,0.7794117647058824,18.59883333333333,63
12h,93,0.7720588235294118,28.116537878787877,63
24h,207,0.7463235294117647,568.0519138174914,63
48h,434,0.7340686274509803,412.2968436552835,63
6h,44,0.7843137254901961,8.916952380952381,55
12h,79,0.8063725490196079,50.36232291666666,55
24h,154,0.8112745098039216,35.4326489589358,55
6h,34,0.8333333333333334,38.30833333333334,37
12h,73,0.821078431372549,106.6377840909091,37
24h,140,0.8284313725490197,241.5875613275613,37
6h,33,0.8382352941176471,1.597222222222222,41
12h,82,0.7990196078431373,18.05811111111111,41
24h,161,0.8026960784313726,28.22757714285714,41
6h,40,0.803921568627451,11.479761904761904,205
12h,103,0.7475490196078431,38.894363920454545,205
24h,224,0.7254901960784313,25.364541343576338,205
48h,407,0.7506127450980392,1869.439690099261,205
6h,45,0.7794117647058824,615.0008020833334,34
12h,96,0.7647058823529411,423.65167692550506,34
24h,178,0.7818627450980392,330.79970635188016,34
6h,39,0.8088235294117647,50.91261904761905,263
12h,81,0.8014705882352942,91.4149273989899,263
24h,144,0.8235294117647058,189.99933948588597,263
48h,295,0.8192401960784313,136.95876295651917,263
6h,39,0.8088235294117647,184.56309523809526,62
12h,78,0.8088235294117647,127.31465909090909,62
24h,167,0.7953431372549019,89.2996526915114,62
48h,359,0.7800245098039216,104.25783936374611,62
6h,63,0.6911764705882353,59.37867592592593,62
12h,115,0.7181372549019608,59.09220265151515,62
24h,245,0.6997549019607843,1538.505444495761,62
48h,521,0.6807598039215687,2662.74475233395,62
6h,53,0.7401960784313726,76.00955555555555,123
12h,113,0.7230392156862745,143.04979797979797,123
24h,214,0.7377450980392157,215.20223457128154,123
48h,407,0.7506127450980392,179.9023305836898,123
6h,56,0.7254901960784313,319.3130208333333,291
12h,98,0.7598039215686274,559.7307426948053,291
24h,178,0.7818627450980392,461.49822023010205,291
48h,313,0.8082107843137255,472.24118008169654,291
6h,37,0.8186274509803921,256.6611111111111,133
12h,71,0.8259803921568627,149.9789393939394,133
24h,154,0.8112745098039216,120.62575378787878,133
48h,310,0.8100490196078431,463.8375153795016,133
6h,47,0.7696078431372549,19.496190476190474,85
12h,93,0.7720588235294118,100.69769360269362,85
24h,196,0.7598039215686274,91.83447182231589,85
48h,384,0.7647058823529411,97.24732776836849,85
6h,62,0.696078431372549,35.2941488888889,146
12h,96,0.7647058823529411,30.812692659932658,146
24h,161,0.8026960784313726,44.29246986028972,146
48h,325,0.8008578431372549,43.08703970591047,146
6h,43,0.7892156862745098,7.895142857142858,227
12h,87,0.7867647058823529,92.05664772727273,227
24h,178,0.7818627450980392,106.1769521503557,227
48h,347,0.7873774509803921,115.93481906118905,227
6h,35,0.8284313725490197,64.90285714285714,183
12h,71,0.8259803921568627,49.029886363636365,183
24h,159,0.8051470588235294,75.60661610187555,183
48h,316,0.8063725490196079,47.740122559769844,183
6h,40,0.803921568627451,67.40714285714286,152
12h,83,0.7965686274509803,120.87156565656566,152
24h,171,0.7904411764705882,186.47373107890502,152
48h,340,0.7916666666666666,84.90804057036344,152
6h,27,0.8676470588235294,47.87071428571429,49
12h,65,0.8406862745098039,46.82821428571429,49
24h,160,0.803921568627451,95.21117480294942,49
6h,47,0.7696078431372549,45.288333333333334,19
6h,54,0.7352941176470589,43.09011111111111,84
12h,99,0.7573529411764706,64.30453296703297,84
24h,197,0.758578431372549,77.65041521512573,84
48h,450,0.7242647058823529,150.0537801428366,84
6h,38,0.8137254901960784,64.05555555555556,94
12h,91,0.7769607843137255,42.116742424242425,94
24h,168,0.7941176470588235,100.96193675889329,94
48h,344,0.7892156862745098,629.5939973754662,94
6h,56,0.7254901960784313,126.17552083333334,25
12h,98,0.7598039215686274,64.35517316017315,25
6h,44,0.7843137254901961,31.902500000000003,44
12h,96,0.7647058823529411,123.49597754820935,44
24h,171,0.7904411764705882,367.6686194634088,44
6h,36,0.8235294117647058,79.28571428571429,98
12h,74,0.8186274509803921,527.1163731060607,98
24h,126,0.8455882352941176,281.6776237284387,98
48h,291,0.8216911764705882,306.5251902268471,98
6h,48,0.7647058823529411,79.42166666666667,96
12h,86,0.7892156862745098,1391.3264662497995,96
24h,181,0.7781862745098039,764.6402192895671,96
48h,377,0.7689950980392157,285.1060061401417,96
6h,45,0.7794117647058824,7.123541666666666,94
12h,89,0.7818627450980392,15.031978114478115,94
24h,198,0.7573529411764706,28.278108479201958,94
48h,402,0.7536764705882353,22.011641062660743,94
6h,38,0.8137254901960784,23.304761904761907,82
12h,96,0.7647058823529411,169.70408838383838,82
24h,190,0.7671568627450981,108.64013772598493,82
48h,395,0.7579656862745098,81.90475592000905,82
6h,48,0.7647058823529411,338.272281,18
6h,37,0.8186274509803921,43.76416666666666,46
12h,87,0.7867647058823529,53.313901515151514,46
24h,168,0.7941176470588235,62.06303846226238,46
6h,60,0.7058823529411765,53.909733333333335,19
6h,51,0.75,19.952814814814815,21
6h,39,0.8088235294117647,39.64595238095239,51
12h,90,0.7794117647058824,81.52386363636364,51
24h,178,0.7818627450980392,244.77244294685988,51
6h,43,0.7892156862745098,44.63333333333333,24
12h,92,0.7745098039215687,37.87532402146465,24
6h,39,0.8088235294117647,59.68055555555555,63
12h,74,0.8186274509803921,68.12424963924964,63
24h,120,0.8529411764705882,133.40448407784166,63
48h,272,0.8333333333333334,1550.9127688551396,63
6h,59,0.7107843137254902,89.89970222222222,20
6h,37,0.8186274509803921,66.97222222222221,27
12h,88,0.7843137254901961,78.80356060606061,27
6h,23,0.8872549019607843,11.255238095238095,21
6h,40,0.803921568627451,49.89104166666667,85
12h,86,0.7892156862745098,96.87844696969695,85
24h,157,0.8075980392156863,245.25125452898553,85
48h,319,0.8045343137254902,146.74911408143993,85
6h,38,0.8137254901960784,17.688830952380954,35
12h,74,0.8186274509803921,33.91776829004329,35
24h,157,0.8075980392156863,45.37674622859025,35
6h,95,0.5343137254901961,101.07215492753625,16
6h,41,0.7990196078431373,50.438809523809525,26
12h,65,0.8406862745098039,37.336666666666666,26
6h,39,0.8088235294117647,21.25714285714286,114
12h,92,0.7745098039215687,32.17996212121212,114
24h,157,0.8075980392156863,32.464760822510826,114
48h,318,0.8051470588235294,46.19253392678946,114
6h,62,0.696078431372549,117.47064814814816,45
12h,114,0.7205882352941176,153.1485191197691,45
24h,229,0.7193627450980392,155.08402404589373,45
6h,48,0.7647058823529411,35.788125,92
12h,91,0.7769607843137255,92.06414141414142,92
24h,178,0.7818627450980392,61.18801326042378,92
48h,323,0.8020833333333334,53.90554951953948,92
6h,48,0.7647058823529411,36.036770833333335,182
12h,81,0.8014705882352942,60.10622080176768,182
24h,162,0.8014705882352942,251.65116158910118,182
48h,325,0.8008578431372549,125.45516079110173,182
6h,99,0.5147058823529411,46.73147845238095,48
12h,167,0.5906862745098039,103.16699170312822,48
24h,259,0.6825980392156863,1190.7794448308537,48
6h,22,0.8921568627450981,29.72607142857143,231
12h,56,0.8627450980392157,52.86180272108844,231
24h,100,0.8774509803921569,119.7553046831956,231
48h,166,0.8982843137254902,60.1889419201846,231
6h,40,0.803921568627451,87.05,52
12h,92,0.7745098039215687,129.6248318181818,52
24h,173,0.7879901960784313,80.27670501253134,52
6h,53,0.7401960784313726,24.223654545454544,38
12h,114,0.7205882352941176,33.69660363636364,38
24h,232,0.7156862745098039,50.58067394071343,38
6h,46,0.7745098039215687,41.133452380952384,29
12h,71,0.8259803921568627,40.28040532879819,29
6h,44,0.7843137254901961,88.89999999999999,102
12h,92,0.7745098039215687,56.23287878787878,102
24h,195,0.7610294117647058,51.053571044897126,102
48h,382,0.7659313725490197,39.326867942005315,102
6h,33,0.8382352941176471,399.34642857142853,167
12h,83,0.7965686274509803,150.74163555555555,167
24h,140,0.8284313725490197,263.119180299769,167
48h,280,0.8284313725490197,376.7289782691783,167
6h,41,0.7990196078431373,131.21517857142857,18
6h,42,0.7941176470588235,19.70952380952381,199
12h,81,0.8014705882352942,17.69349431818182,199
24h,164,0.7990196078431373,24.49451109960893,199
48h,319,0.8045343137254902,38.22558872847011,199
6h,34,0.8333333333333334,18.66190476190476,24
12h,62,0.8480392156862745,30.119099702380954,24
6h,51,0.75,90.43083333333333,44
12h,89,0.7818627450980392,142.58347537878788,44
24h,160,0.803921568627451,136.4846442687747,44
6h,33,0.8382352941176471,21.536111111111108,41
12h,71,0.8259803921568627,40.054458874458874,41
24h,160,0.803921568627451,29.37697661396574,41
6h,48,0.7647058823529411,3.544791666666667,80
12h,98,0.7598039215686274,13.268046875,80
24h,212,0.7401960784313726,27.24747342995169,80
48h,473,0.710171568627451,55.829159162954156,80
6h,39,0.8088235294117647,27.679285714285715,152
12h,83,0.7965686274509803,36.39436868686869,152
24h,184,0.7745098039215687,66.5635873878537,152
48h,369,0.7738970588235294,118.43827780298666,152
6h,40,0.803921568627451,52.036523809523814,44
12h,82,0.7990196078431373,155.86658880471384,44
24h,155,0.8100490196078431,60.3375192669173,44
6h,51,0.75,32.868125000000006,17
6h,48,0.7647058823529411,11.465729166666666,21
12h,95,0.7671568627450981,67.29661374269006,21
6h,31,0.8480392156862745,69.6697619047619,15
6h,39,0.8088235294117647,184.7380952380952,60
12h,83,0.7965686274509803,237.77344696969695,60
24h,180,0.7794117647058824,255.84496201572412,60
48h,344,0.7892156862745098,190.95722644577256,60
6h,52,0.7450980392156863,77.43320454545456,88
12h,97,0.7622549019607843,58.72974690082645,88
24h,195,0.7610294117647058,161.89432874146604,88
48h,398,0.7561274509803921,88.75336087043469,88
6h,38,0.8137254901960784,85.23571428571428,79
12h,78,0.8088235294117647,1176.64459280303,79
24h,147,0.8198529411764706,1180.1918011245998,79
48h,325,0.8008578431372549,678.0312396998833,79
6h,49,0.7598039215686274,84.17826666666664,34
12h,112,0.7254901960784313,32.81902414772727,34
24h,238,0.7083333333333334,192.89165279415874,34
6h,39,0.8088235294117647,12.454285714285716,44
12h,78,0.8088235294117647,96.22150568181817,44
24h,171,0.7904411764705882,154.4583252458592,44
6h,50,0.7549019607843137,47.09047619047619,62
12h,92,0.7745098039215687,50.497742424242425,62
24h,176,0.7843137254901961,59.02401486205933,62
48h,358,0.7806372549019608,107.49219441943804,62
6h,58,0.7156862745098039,67.69786111111111,75
12h,119,0.7083333333333334,52.683015845959595,75
24h,234,0.7132352941176471,34.01737463655594,75
48h,444,0.7279411764705882,29.914049958696694,75
6h,54,0.7352941176470589,366.7605208333334,51
12h,93,0.7720588235294118,250.1655379689755,51
24h,178,0.7818627450980392,145.05180070267897,51
6h,47,0.7696078431372549,21.118125,21
12h,88,0.7843137254901961,23.09571111111111,21
6h,38,0.8137254901960784,10.130555555555553,260
12h,75,0.8161764705882353,33.06255681818182,260
24h,151,0.8149509803921569,41.27078286941816,260
48h,304,0.8137254901960784,140.07230249759158,260
6h,46,0.7745098039215687,40.647708333333334,113
12h,85,0.7916666666666666,190.912607022607,113
24h,166,0.7965686274509803,263.6409637508627,113
48h,326,0.8002450980392157,271.81782587973845,113
6h,51,0.75,46.472500000000004,23
12h,117,0.7132352941176471,40.50348863636364,23
6h,45,0.7794117647058824,2.376190476190476,46
12h,101,0.7524509803921569,24.958591035353535,46
24h,184,0.7745098039215687,36.48929589037647,46
6h,51,0.75,35.95364583333333,24
12h,95,0.7671568627450981,123.08640028532074,24
6h,50,0.7549019607843137,217.925,27
12h,78,0.8088235294117647,141.12958553791884,27
6h,52,0.7450980392156863,121.71792592592594,82
12h,105,0.7426470588235294,81.31965992063493,82
24h,222,0.7279411764705882,51.436875274911074,82
48h,476,0.7083333333333334,181.92334422875567,82
6h,44,0.7843137254901961,26.572619047619046,90
12h,85,0.7916666666666666,116.48380150713484,90
24h,183,0.7757352941176471,99.64610121453407,90
48h,388,0.7622549019607843,60.562501232355295,90
6h,60,0.7058823529411765,49.19932738095239,31
12h,118,0.7107843137254902,75.51410597147951,31
6h,52,0.7450980392156863,17.723809523809525,76
12h,96,0.7647058823529411,27.950921717171713,76
24h,175,0.7855392156862745,47.28690854194115,76
48h,331,0.7971813725490197,184.47606447125932,76
6h,28,0.8627450980392157,2.7369444444444446,95
12h,43,0.8946078431372549,2.0844444444444443,95
24h,96,0.8823529411764706,114.68520825906121,95
48h,233,0.8572303921568627,62.646810209384256,95
6h,45,0.7794117647058824,148.80972222222223,36
12h,89,0.7818627450980392,215.69146464646465,36
24h,183,0.7757352941176471,126.58223884945285,36
6h,46,0.7745098039215687,17.729761904761904,107
12h,84,0.7941176470588235,119.09968777056278,107
24h,173,0.7879901960784313,83.20673543666479,107
48h,346,0.7879901960784313,250.86275347581542,107
6h,48,0.7647058823529411,108.24166666666667,22
12h,80,0.803921568627451,109.07073593073594,22
6h,48,0.7647058823529411,64.64489583333332,66
12h,86,0.7892156862745098,83.75895436507938,66
24h,200,0.7549019607843137,57.397854274891785,66
48h,432,0.7352941176470589,127.73548436184778,66
6h,35,0.8284313725490197,51.6647619047619,193
12h,56,0.8627450980392157,64.08629251700681,193
24h,99,0.8786764705882353,76.7225745375073,193
48h,197,0.8792892156862745,95.90721546026408,193
6h,39,0.8088235294117647,60.12690476190476,99
12h,88,0.7843137254901961,79.25039772727274,99
24h,166,0.7965686274509803,132.74035960144928,99
48h,330,0.7977941176470589,66.83371354319782,99
6h,69,0.6617647058823529,82.96964666666665,17
6h,39,0.8088235294117647,62.91238095238095,25
12h,70,0.8284313725490197,82.06744949494949,25
6h,28,0.8627450980392157,35.38888888888889,144
12h,86,0.7892156862745098,84.58110885416666,144
24h,168,0.7941176470588235,167.31828914212613,144
48h,349,0.7861519607843137,422.38176004652996,144
6h,51,0.75,108.65229166666667,60
12h,88,0.7843137254901961,79.34241048881674,60
24h,191,0.7659313725490197,49.22464336278154,60
48h,374,0.7708333333333334,95.9988529221373,60
6h,39,0.8088235294117647,43.022333333333336,34
12h,86,0.7892156862745098,48.78611931818181,34
24h,177,0.7830882352941176,81.64218019214704,34
6h,46,0.7745098039215687,13.658958333333334,73
12h,90,0.7794117647058824,11.871181818181817,73
24h,187,0.7708333333333334,12.657740238827195,73
48h,366,0.7757352941176471,14.632954642357264,73
6h,50,0.7549019607843137,103.0,21
6h,40,0.803921568627451,26.18916666666667,43
12h,79,0.8063725490196079,64.69977272727273,43
24h,166,0.7965686274509803,159.40729159608506,43
6h,47,0.7696078431372549,16.220937499999998,161
12h,92,0.7745098039215687,28.43302188552189,161
24h,179,0.7806372549019608,65.17962002429584,161
48h,368,0.7745098039215687,27.278625727236964,161
6h,47,0.7696078431372549,8.688888888888888,20
6h,38,0.8137254901960784,87.01111111111112,90
12h,86,0.7892156862745098,69.34224431818181,90
24h,157,0.8075980392156863,62.00033300395257,90
48h,327,0.7996323529411765,55.87117990001256,90
6h,46,0.7745098039215687,4.553571428571428,74
12h,77,0.8112745098039216,16.7327601010101,74
24h,178,0.7818627450980392,61.507603305100695,74
48h,335,0.7947303921568627,66.08751058261258,74
6h,52,0.7450980392156863,48.82830208333333,34
12h,112,0.7254901960784313,90.27528094405595,34
24h,259,0.6825980392156863,189.95262185569985,34
6h,38,0.8137254901960784,45.39722222222222,110
12h,75,0.8161764705882353,76.34485795454545,110
24h,161,0.8026960784313726,57.00170871565028,110
48h,317,0.8057598039215687,30.93524131294993,110
6h,63,0.6911764705882353,56.567205,67
12h,100,0.7549019607843137,76.69104136363636,67
24h,201,0.7536764705882353,44.389569993502874,67
48h,481,0.7052696078431373,147.36104913064557,67
6h,40,0.803921568627451,177.9295833333333,124
12h,79,0.8063725490196079,212.19446259469697,124
24h,169,0.7928921568627451,184.74947539251207,124
48h,320,0.803921568627451,82.79180582815245,124
6h,42,0.7941176470588235,6.358333333333334,89
12h,90,0.7794117647058824,7.798002244668911,89
24h,178,0.7818627450980392,45.283945243121174,89
48h,389,0.7616421568627451,193.94563141942857,89
6h,48,0.7647058823529411,97.53944444444444,77
12h,92,0.7745098039215687,101.42271885521885,77
24h,193,0.7634803921568627,84.83752652156801,77
48h,364,0.7769607843137255,151.81717919447442,77
6h,51,0.75,67.82126547619048,40
12h,105,0.7426470588235294,49.134321419753086,40
24h,224,0.7254901960784313,52.18021890963204,40
6h,41,0.7990196078431373,34.461875,44
12h,90,0.7794117647058824,63.34448855218855,44
24h,178,0.7818627450980392,39.06089550485746,44
6h,46,0.7745098039215687,91.05972222222222,26
12h,85,0.7916666666666666,51.64535037878788,26
6h,43,0.7892156862745098,127.09166666666667,54
12h,88,0.7843137254901961,128.00227803030302,54
24h,156,0.8088235294117647,139.56406966409583,54
6h,32,0.8431372549019608,59.64833333333333,38
12h,71,0.8259803921568627,101.59936553030303,38
24h,142,0.8259803921568627,76.12846642158163,38
6h,59,0.7107843137254902,70.78999166666667,19
6h,38,0.8137254901960784,116.83404761904764,34
12h,77,0.8112745098039216,233.16844696969696,34
24h,158,0.8063725490196079,152.5255348673066,34
6h,42,0.7941176470588235,27.824999999999996,83
12h,93,0.7720588235294118,24.119099197860965,83
24h,189,0.7683823529411765,34.02977445372088,83
48h,360,0.7794117647058824,31.73515340732037,83
6h,34,0.8333333333333334,39.259166666666665,88
12h,73,0.821078431372549,608.2793110795454,88
24h,148,0.8186274509803921,796.4730088442657,88
48h,315,0.8069852941176471,462.492525171855,88
6h,38,0.8137254901960784,233.72857142857143,54
12h,75,0.8161764705882353,187.22053345959597,54
24h,152,0.8137254901960784,614.337420445052,54
6h,36,0.8235294117647058,67.00642857142857,18
6h,32,0.8431372549019608,25.266666666666666,25
12h,80,0.803921568627451,37.76638888888889,25
6h,52,0.7450980392156863,15.555555555555555,75
12h,91,0.7769607843137255,237.32851325757574,75
24h,169,0.7928921568627451,204.65037479871182,75
48h,342,0.7904411764705882,156.94288045642915,75
6h,46,0.7745098039215687,208.91666666666666,54
12h,92,0.7745098039215687,289.23754713804715,54
24h,187,0.7708333333333334,210.3003318119079,54
6h,55,0.7303921568627451,97.53571428571429,29
12h,85,0.7916666666666666,454.990009920635,29
6h,19,0.9068627450980392,8.693333333333333,91
12h,45,0.8897058823529411,44.25984848484848,91
24h,112,0.8627450980392157,20.27628201882588,91
48h,199,0.8780637254901961,50.970064753920006,91
6h,25,0.8774509803921569,27.930555555555557,30
12h,74,0.8186274509803921,15.517291666666667,30
6h,41,0.7990196078431373,13.47777777777778,29
12h,93,0.7720588235294118,19.807699724517907,29
6h,50,0.7549019607843137,28.064285714285713,115
12h,96,0.7647058823529411,34.176035353535354,115
24h,170,0.7916666666666666,27.545667866191785,115
48h,361,0.7787990196078431,33.8596121179353,115
6h,52,0.7450980392156863,192.79958333333335,121
12h,96,0.7647058823529411,175.71807260101008,121
24h,184,0.7745098039215687,358.7403648205659,121
48h,369,0.7738970588235294,199.57490654456288,121
6h,52,0.7450980392156863,61.694375,46
12h,90,0.7794117647058824,40.25172348484848,46
24h,176,0.7843137254901961,90.52731752305667,46
6h,34,0.8333333333333334,51.361875,24
12h,66,0.8382352941176471,80.96368055555556,24
6h,44,0.7843137254901961,10.720104166666665,22
12h,110,0.7303921568627451,21.273260370370362,22
6h,39,0.8088235294117647,40.06944444444445,17
6h,26,0.8725490196078431,113.53999999999999,72
12h,58,0.8578431372549019,113.66818181818182,72
24h,132,0.8382352941176471,136.6747997835498,72
48h,300,0.8161764705882353,72.52498812771645,72
6h,39,0.8088235294117647,10.686111111111112,55
12h,70,0.8284313725490197,22.96168831168831,55
24h,159,0.8051470588235294,63.657303469477384,55
6h,37,0.8186274509803921,16.851388888888888,33
12h,87,0.7867647058823529,13.129227994227993,33
6h,37,0.8186274509803921,96.66666666666667,57
12h,83,0.7965686274509803,86.79748016528924,57
24h,173,0.7879901960784313,89.57165636718354,57
6h,38,0.8137254901960784,9.705555555555556,70
12h,77,0.8112745098039216,57.870000000000005,70
24h,166,0.7965686274509803,90.17114576275173,70
48h,322,0.8026960784313726,96.91376868686645,70
6h,53,0.7401960784313726,11.558095238095238,20
6h,39,0.8088235294117647,110.59104761904761,142
12h,81,0.8014705882352942,134.89834145021644,142
24h,170,0.7916666666666666,79.44668371417984,142
48h,351,0.7849264705882353,74.55165409558788,142
6h,42,0.7941176470588235,48.198083333333344,54
12h,96,0.7647058823529411,32.405066287878796,54
24h,186,0.7720588235294118,29.678710415490308,54
6h,37,0.8186274509803921,17.07777777777778,176
12h,74,0.8186274509803921,33.108225108225106,176
24h,149,0.8174019607843137,33.21669875776398,176
48h,309,0.8106617647058824,49.158213652482274,176
6h,61,0.7009803921568627,117.05131111111113,128
12h,122,0.7009803921568627,72.26552357864358,128
24h,217,0.7340686274509803,46.19984953948006,128
48h,397,0.7567401960784313,151.1361779858901,128
6h,50,0.7549019607843137,18.843374999999998,44
12h,106,0.7401960784313726,22.061067373737377,44
24h,218,0.7328431372549019,97.00697940983773,44
6h,59,0.7107843137254902,25.237812499999997,18
6h,68,0.6666666666666666,8.729545454545455,119
12h,108,0.7352941176470589,17.850273415977963,119
24h,192,0.7647058823529411,33.72000274725274,119
48h,420,0.7426470588235294,49.25954372071483,119
6h,33,0.8382352941176471,20.386428571428574,96
12h,74,0.8186274509803921,38.29493055555556,96
24h,151,0.8149509803921569,49.02441515721121,96
48h,293,0.8204656862745098,24.067876891698536,96
6h,26,0.8725490196078431,75.79916666666668,36
12h,75,0.8161764705882353,93.52252525252524,36
24h,153,0.8125,94.02205637116506,36
6h,50,0.7549019607843137,87.24761904761905,75
12h,89,0.7818627450980392,95.35598484848484,75
24h,172,0.7892156862745098,512.4526615612648,75
48h,346,0.7879901960784313,179.93892323823707,75
6h,37,0.8186274509803921,6.331428571428572,112
12h,68,0.8333333333333334,36.552799422799424,112
24h,133,0.8370098039215687,28.921934137291284,112
48h,260,0.8406862745098039,29.75553040058687,112
6h,44,0.7843137254901961,28.885714285714283,153
12h,82,0.7990196078431373,27.58376893939394,153
24h,160,0.803921568627451,40.82238586956522,153
48h,318,0.8051470588235294,907.5144510008552,153
6h,39,0.8088235294117647,19.34645833333333,44
12h,82,0.7990196078431373,26.998178661616162,44
24h,174,0.7867647058823529,54.74102281291173,44
6h,37,0.8186274509803921,28.651190476190475,66
12h,75,0.8161764705882353,20.05608585858586,66
24h,156,0.8088235294117647,21.594524699223356,66
48h,292,0.821078431372549,26.20240571928072,66
6h,40,0.803921568627451,25.423809523809524,115
12h,85,0.7916666666666666,201.0898484848485,115
24h,178,0.7818627450980392,204.95492313899862,115
48h,352,0.7843137254901961,158.05471230877768,115
6h,53,0.7401960784313726,13.938571428571427,18
6h,54,0.7352941176470589,25.530238095238097,100
12h,91,0.7769607843137255,57.12848484848485,100
24h,166,0.7965686274509803,46.775321946169775,100
48h,318,0.8051470588235294,20.803015955769112,100
6h,39,0.8088235294117647,71.24047619047619,55
12h,81,0.8014705882352942,41.79360795454546,55
24h,182,0.7769607843137255,311.55514591844644,55
6h,44,0.7843137254901961,32.927499999999995,21
6h,53,0.7401960784313726,67.465625,49
12h,93,0.7720588235294118,76.18645622895622,49
24h,168,0.7941176470588235,73.77658880029283,49
6h,36,0.8235294117647058,35.70119047619048,65
12h,63,0.8455882352941176,67.20652777777778,65
24h,150,0.8161764705882353,254.27800838744588,65
48h,322,0.8026960784313726,80.99411056092157,65
6h,42,0.7941176470588235,125.15476190476191,148
12h,87,0.7867647058823529,424.60326318742983,148
24h,187,0.7708333333333334,439.04946934667583,148
48h,375,0.7702205882352942,158.6821587101156,148
6h,44,0.7843137254901961,47.018055555555556,33
12h,81,0.8014705882352942,71.97896780303032,33
6h,70,0.6568627450980392,48.756953571428575,140
12h,111,0.7279411764705882,59.756270070546734,140
24h,205,0.7487745098039216,60.533976582890794,140
48h,403,0.7530637254901961,65.50245487897868,140
6h,38,0.8137254901960784,139.75277777777777,86
12h,77,0.8112745098039216,78.78280303030303,86
24h,152,0.8137254901960784,60.691334509693206,86
48h,325,0.8008578431372549,28.384341405566687,86
6h,54,0.7352941176470589,288.9460416666667,45
12h,106,0.7401960784313726,145.29458820346318,45
24h,201,0.7536764705882353,76.98359998344651,45
6h,38,0.8137254901960784,26.888571428571428,111
12h,76,0.8137254901960784,24.356883116883118,111
24h,158,0.8063725490196079,43.172441205533595,111
48h,311,0.8094362745098039,69.41042078919502,111
6h,50,0.7549019607843137,15.56357142857143,48
12h,80,0.803921568627451,21.99497835497835,48
24h,123,0.8492647058823529,18.076300420168067,48
6h,37,0.8186274509803921,44.74444444444445,312
12h,75,0.8161764705882353,73.63147727272727,312
24h,159,0.8051470588235294,62.204711494742824,312
48h,317,0.8057598039215687,70.13855957273374,312
6h,42,0.7941176470588235,16.904285714285713,28
12h,94,0.7696078431372549,141.5125989057239,28
6h,23,0.8872549019607843,30.166666666666664,39
12h,81,0.8014705882352942,84.30512417582416,39
24h,177,0.7830882352941176,73.83924986362966,39
6h,43,0.7892156862745098,55.85687500000001,139
12h,97,0.7622549019607843,35.10358901515151,139
24h,184,0.7745098039215687,28.120814805665347,139
48h,367,0.7751225490196079,39.08148548937572,139
6h,36,0.8235294117647058,28.276904761904763,58
12h,72,0.8235294117647058,107.82240845959595,58
24h,150,0.8161764705882353,106.37575511221235,58
48h,316,0.8063725490196079,78.04791966722495,58
6h,44,0.7843137254901961,6.45952380952381,75
12h,81,0.8014705882352942,120.5297619047619,75
24h,169,0.7928921568627451,97.67167414831545,75
48h,350,0.7855392156862745,66.14089751842232,75
6h,28,0.8627450980392157,120.1196875,41
12h,70,0.8284313725490197,96.52539428571428,41
24h,173,0.7879901960784313,65.01547140031686,41
6h,26,0.8725490196078431,84.33333333333333,96
12h,76,0.8137254901960784,38.53238816738817,96
24h,145,0.8223039215686274,67.55773654916513,96
